,ID,A1,A2,A3,A4,A5,Score,Sentence_ID,Head,Tail,Head_tags,Tail_tags,Noun_pair,Head_noun_lemmatised,Tail_noun_lemmatised,Common_adjectives
5759,3573__people_19__bringing_17,1,1,1,1,0,0.504554630774,3573,bringing,people,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,bringing,people,set()
5760,6957__broad_31__sense_34,2,2,2,1,1,0.754979104853,6957,broad,sense,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,broad,sense,set()
5761,1382__skyscrapers_33__blending_30,3,3,3,2,0,1.68732454036,1382,blending,skyscrapers,{'VERB'},{'NOUN'},False,,,
5762,8125__feet_6__reached_3,1,1,0,0,0,0.391475548292,8125,reached,feet,{'VERB'},{'NOUN'},False,,,
5763,6659__takes_3__incarnation_7,3,1,1,0,0,0.335773141871,6659,takes,incarnation,{'VERB'},{'NOUN'},False,,,
5764,697__side-effects_7__dramatic_6,3,2,2,2,1,1.38194738996,697,dramatic,side-effects,{'ADJ'},{'NOUN'},False,,,
5765,6973__county_10__supported_3,2,1,0,0,0,0.347635391534,6973,county,supported,{'NOUN'},{'VERB'},False,,,
5766,6519__key_16__controlling_19,2,1,1,0,0,0.459284002183,6519,key,controlling,"{'ADJ', 'NOUN', 'VERB'}",{'VERB'},False,,,
5767,5479__cry_4__Shock_1,2,1,0,0,0,0.292582814035,5479,Shock,cry,set(),"{'NOUN', 'VERB'}",False,,,
5768,3434__accurate_7__reconstruction_8,3,2,1,1,1,0.765674200208,3434,accurate,reconstruction,{'ADJ'},{'NOUN'},False,,,
5769,4809__sorry_5__lose_7,1,1,1,0,0,0.463548546958,4809,sorry,lose,{'ADJ'},{'VERB'},False,,,
5770,7009__stylist_30__polished_29,3,3,3,2,2,2.05839979942,7009,polished,stylist,{'VERB'},{'NOUN'},False,,,
5771,3593__effectively_24__planning_27,2,1,1,0,0,0.437625016008,3593,effectively,planning,{'ADV'},"{'NOUN', 'VERB'}",False,,,
5772,6838__ourselves_8__picture_12,2,1,1,0,0,0.383534856645,6838,picture,ourselves,"{'NOUN', 'VERB'}",{'PRON'},False,,,
5773,6820__position_7__consider_9,3,1,1,1,0,0.535620681825,6820,position,consider,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5774,1736__phases_8__goes_4,2,2,1,0,0,0.694872307241,1736,goes,phases,{'VERB'},{'NOUN'},False,,,
5775,4916__lets_18__proceed_19,1,1,0,0,0,0.239714920179,4916,lets,proceed,{'VERB'},{'VERB'},False,,,
5776,3546__run_29__counter_30,2,2,1,1,0,0.591465880232,3546,run,counter,"{'NOUN', 'VERB'}","{'ADV', 'NOUN', 'VERB'}",True,run,counter,{'clean'}
5777,781__trust_16__degree_14,2,2,2,2,1,0.93167774159,781,degree,trust,{'NOUN'},"{'NOUN', 'VERB'}",True,degree,trust,set()
5778,1165__chimney_4__rose_5,2,1,1,1,0,0.627733779924,1165,chimney,rose,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,chimney,rose,set()
5779,147__drawing_22__sitter_24,3,3,2,1,0,0.925229294694,147,drawing,sitter,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,drawing,sitter,set()
5780,6437__scientist_24__image_19,2,1,1,0,0,0.39918290653,6437,image,scientist,{'NOUN'},{'NOUN'},True,image,scientist,{'bright'}
5781,3090__fulfil_10__call_15,3,2,1,1,0,0.838021400872,3090,fulfil,call,set(),"{'NOUN', 'VERB'}",False,,,
5782,147__life_26__drawing_22,3,1,0,0,0,0.395264764503,147,drawing,life,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,drawing,life,{'rough'}
5783,187__killed_23__earmarked_12,3,1,0,0,0,0.348695967442,187,earmarked,killed,{'VERB'},{'VERB'},False,,,
5784,503__left_40__mark_43,1,1,1,1,0,0.526531550479,503,left,mark,"{'ADJ', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,left,mark,set()
5785,1368__child_14__bearing_11,1,1,1,0,0,0.463548546958,1368,bearing,child,"{'NOUN', 'VERB'}",{'NOUN'},True,bearing,child,set()
5786,5768__trouble_21__sign_19,2,2,1,1,0,0.653289913858,5768,sign,trouble,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,sign,trouble,set()
5787,891__pint_18__shot_28,3,3,1,1,0,0.69976000423,891,pint,shot,{'NOUN'},"{'NOUN', 'VERB'}",True,pint,shot,set()
5788,837__run_31__able_29,1,1,1,1,0,0.504554630774,837,able,run,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5789,6609__remains_7__hidden_8,2,1,1,0,0,0.416266590556,6609,remains,hidden,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5790,1194__Fifties_67__approach_64,1,1,1,0,0,0.399837760151,1194,approach,Fifties,"{'NOUN', 'VERB'}",set(),False,,,
5791,6724__moment_21__offered_24,1,0,0,0,0,0.139390208432,6724,moment,offered,{'NOUN'},{'VERB'},False,,,
5792,3215__refers_2__Support_1,1,1,1,0,0,0.369248292463,3215,Support,refers,set(),{'VERB'},False,,,
5793,6196__rectangular_5__distribution_6,3,3,3,2,1,1.58988285082,6196,rectangular,distribution,{'ADJ'},{'NOUN'},False,,,
5794,2618__crime_17__final_11,2,2,0,0,0,0.289076512655,2618,final,crime,"{'ADJ', 'NOUN'}",{'NOUN'},True,final,crime,set()
5795,1905__finance_18__set_5,1,1,1,0,0,0.511590361226,1905,finance,set,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,finance,set,set()
5796,2614__line_42__draws_40,2,1,1,0,0,0.387822050535,2614,draws,line,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5797,466__tries_20__crafted_19,3,2,1,1,0,0.841415524478,466,crafted,tries,set(),"{'NOUN', 'VERB'}",False,,,
5798,165__songs_3__contain_4,1,1,1,0,0,0.41180720609,165,songs,contain,{'NOUN'},{'VERB'},False,,,
5799,5297__hair_16__gold_15,2,2,1,1,1,0.745324172463,5297,gold,hair,"{'ADJ', 'NOUN'}",{'NOUN'},True,gold,hair,"{'shiny', 'bright'}"
5800,8233__soporific_2__calm_3,3,3,3,3,2,2.08654199526,8233,soporific,calm,set(),"{'ADJ', 'NOUN', 'VERB'}",False,,,
5801,6361__approval_17__win_16,2,1,1,1,0,0.664578123555,6361,win,approval,"{'NOUN', 'VERB'}",{'NOUN'},True,win,approval,set()
5802,193__regatta_41__threat_38,3,3,2,0,0,1.10540121441,193,threat,regatta,{'NOUN'},set(),False,,,
5803,3539__facilitate_33__barriers_28,3,3,0,0,0,0.440866669402,3539,barriers,facilitate,{'NOUN'},{'VERB'},False,,,
5804,3655__explain_12__attempt_10,2,1,1,0,0,0.410886641641,3655,attempt,explain,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5805,1541__system_5__allow_8,1,1,1,1,1,0.648656022239,1541,system,allow,{'NOUN'},{'VERB'},False,,,
5806,546__economic_6__mess_7,3,1,1,1,0,0.752053611669,546,economic,mess,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5807,7105__programme_35__immediate_34,2,2,1,0,0,0.409026534582,7105,immediate,programme,{'ADJ'},set(),False,,,
5808,2105__turnover_10__margin_6,1,0,0,0,0,0.17638789865,2105,turnover,margin,{'NOUN'},{'NOUN'},True,turnover,margin,"{'heavy', 'strong', 'weak'}"
5809,1793__led_8__bid_4,2,1,1,0,0,0.420669427016,1793,bid,led,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5810,5192__mouth_18__pillbox_22,3,3,3,2,0,1.2183483722,5192,mouth,pillbox,{'NOUN'},set(),False,,,
5811,3081__market_18__feel_23,2,1,0,0,0,0.277461796459,3081,market,feel,{'NOUN'},"{'NOUN', 'VERB'}",True,market,feel,"{'soft', 'smooth'}"
5812,8456__business_12__traded_14,2,2,1,1,1,0.709251627463,8456,business,traded,{'NOUN'},{'VERB'},False,,,
5813,580__valley_8__walls_9,3,3,3,1,1,1.35692434505,580,valley,walls,{'NOUN'},{'NOUN'},True,valley,wall,"{'deep', 'warm', 'shallow', 'cold'}"
5814,3549__anxious_33__mop_37,3,2,2,0,0,0.484463894699,3549,anxious,mop,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5815,1508__format_4__fixes_2,2,1,1,1,0,0.583990957867,1508,fixes,format,set(),{'NOUN'},False,,,
5816,7031__slow_16__resistance_11,2,2,1,1,1,0.70278448201,7031,resistance,slow,"{'X', 'NOUN'}","{'ADV', 'ADJ', 'VERB'}",False,,,
5817,9629__night_4__bloody_3,3,3,1,1,1,0.946332372674,9629,bloody,night,{'ADJ'},{'NOUN'},False,,,
5818,616__originating_16__quarter_15,2,1,0,0,0,0.385310145152,616,quarter,originating,{'NOUN'},{'VERB'},False,,,
5819,4585__months_2__eliminated_8,2,1,0,0,0,0.277047344685,4585,months,eliminated,{'NOUN'},{'VERB'},False,,,
5820,4502__initiatives_27__forged_25,3,3,1,0,0,0.572250299375,4502,forged,initiatives,{'VERB'},set(),False,,,
5821,682__low_7__levels_9,1,1,1,1,0,0.479654065497,682,low,levels,"{'ADV', 'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,low,level,set()
5822,5308__manoeuvre_14__trying_12,2,2,1,1,0,0.679489270806,5308,trying,manoeuvre,"{'X', 'ADJ', 'VERB'}",set(),False,,,
5823,1844__construction_15__concentrated_12,2,1,1,0,0,0.38252384674,1844,concentrated,construction,{'VERB'},"{'X', 'NOUN'}",False,,,
5824,2869__allowing_6__wash_13,2,0,0,0,0,0.153615485052,2869,wash,allowing,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5825,3549__mop_37__anxious_33,2,1,0,0,0,0.281364877052,3549,anxious,mop,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5826,2519__effects_14__leave_7,1,1,0,0,0,0.301505355478,2519,effects,leave,{'NOUN'},"{'NOUN', 'VERB'}",True,effect,leave,set()
5827,16121__Italian_7__border_8,1,1,0,0,0,0.317409879195,16121,Italian,border,set(),{'NOUN'},False,,,
5828,13730__food_8__sort_5,2,1,1,0,0,0.407857499647,13730,sort,food,"{'ADV', 'NOUN', 'VERB'}",{'NOUN'},True,sort,food,set()
5829,13220__shape_4__funny_3,2,2,2,1,1,0.907551450506,13220,funny,shape,"{'ADV', 'ADJ'}","{'NOUN', 'VERB'}",False,,,
5830,3535__forces_2__tackle_9,2,1,0,0,0,0.282679577568,3535,forces,tackle,"{'X', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,force,tackle,{'weak'}
5831,810__novel_13__float_6,2,1,1,0,0,0.407857499647,810,novel,float,"{'ADJ', 'NOUN'}",{'VERB'},False,,,
5832,714__victim_23__fell_22,2,1,1,1,1,0.682883394413,714,fell,victim,"{'ADJ', 'VERB'}",{'NOUN'},False,,,
5833,8372__brought_16__situations_13,2,1,1,0,0,0.423695076216,8372,situations,brought,{'NOUN'},{'VERB'},False,,,
5834,3528__partnerships_7__recognise_9,2,1,1,1,0,0.531665020385,3528,partnerships,recognise,set(),set(),False,,,
5835,4558__statistical_9__models_10,1,1,1,0,0,0.463610007852,4558,models,statistical,{'NOUN'},{'ADJ'},False,,,
5836,831__page_3__goes_4,2,2,2,1,0,0.748614733241,831,page,goes,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5837,6982__means_11__inclined_12,2,2,1,1,0,0.674106091993,6982,means,inclined,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5838,1506__job_3__lifting_5,1,1,1,1,0,0.509988493854,1506,job,lifting,{'NOUN'},"{'NOUN', 'VERB'}",True,job,lifting,set()
5839,4584__beautiful_12__racehorse_13,2,1,1,1,0,0.632909268992,4584,beautiful,racehorse,{'ADJ'},set(),False,,,
5840,6288__section_8__followed_4,2,1,1,0,0,0.444287615442,6288,followed,section,{'VERB'},"{'X', 'NOUN'}",False,,,
5841,5309__pushchair_40__collapsed_38,3,3,3,2,1,1.71606916277,5309,collapsed,pushchair,{'VERB'},set(),False,,,
5842,1509__efficiently_27__run_26,1,1,1,0,0,0.391318173743,1509,run,efficiently,"{'NOUN', 'VERB'}",{'ADV'},False,,,
5843,12801__people_2__running_4,2,1,1,0,0,0.486910655624,12801,people,running,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,people,running,{'rough'}
5844,504__ball_7__kept_9,1,1,1,0,0,0.435392028341,504,ball,kept,{'NOUN'},{'VERB'},False,,,
5845,1615__Irish_6__leg_7,3,3,2,1,0,0.994270517004,1615,Irish,leg,set(),{'NOUN'},False,,,
5846,9445__bit_27__feel_21,3,2,1,1,0,0.574426023537,9445,feel,bit,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,feel,bit,set()
5847,1049__fee_11__commission_31,1,1,0,0,0,0.27009044112,1049,fee,commission,{'NOUN'},{'NOUN'},True,fee,commission,set()
5848,145__musical_12__portraits_13,3,2,2,2,2,1.41290115113,145,musical,portraits,"{'ADJ', 'NOUN'}",{'NOUN'},True,musical,portrait,set()
5849,2649__essence_41__approaches_44,2,2,2,2,0,1.01516665894,2649,essence,approaches,{'NOUN'},"{'NOUN', 'VERB'}",True,essence,approach,set()
5850,2618__death_9__final_11,2,2,1,1,0,0.619346598483,2618,final,death,"{'ADJ', 'NOUN'}",{'NOUN'},True,final,death,set()
5851,4532__questions_9__deal_13,1,0,0,0,0,0.153615485052,4532,deal,questions,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,deal,question,"{'brilliant', 'murky', 'clean'}"
5852,1901__block_16__building_11,3,3,2,2,1,1.40432683635,1901,building,block,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,building,block,"{'solid', 'dense', 'cold'}"
5853,1508__living_37__fixes_2,1,1,0,0,0,0.356213151235,1508,fixes,living,set(),"{'NOUN', 'VERB'}",False,,,
5854,1468__default_26__headed_24,3,2,1,0,0,0.457730234115,1468,headed,default,{'VERB'},{'NOUN'},False,,,
5855,3442__stain_24__conscience_29,3,3,3,1,0,1.70650774299,3442,stain,conscience,"{'NOUN', 'VERB'}",{'NOUN'},True,stain,conscience,set()
5856,2702__tenant_8__finding_6,2,2,1,1,0,0.683349806827,2702,finding,tenant,"{'NOUN', 'VERB'}",{'NOUN'},True,finding,tenant,set()
5857,4895__bag_28__committed_25,3,3,2,2,0,1.45688206264,4895,committed,bag,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5858,1962__tractor_11__odd_10,2,2,2,2,0,0.965434169462,1962,odd,tractor,{'ADJ'},{'NOUN'},False,,,
5859,734__epitome_10__follow_4,3,2,2,0,0,0.671286082939,734,epitome,follow,{'NOUN'},{'VERB'},False,,,
5860,645__air-monitoring_2__plants_3,1,1,0,0,0,0.309802073574,645,air-monitoring,plants,set(),{'NOUN'},False,,,
5861,6485__nursery_21__free_19,2,1,1,0,0,0.429364397784,6485,free,nursery,"{'ADV', 'ADJ', 'VERB'}",{'NOUN'},False,,,
5862,15832__laugh_4__transplanted_3,3,3,3,3,2,2.08654199526,15832,transplanted,laugh,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5863,3736__development_31__impact_25,1,1,0,0,0,0.398598697172,3736,impact,development,{'NOUN'},"{'X', 'NOUN'}",True,impact,development,{'clear'}
5864,6839__lack_23__capacity_25,1,1,0,0,0,0.296595359189,6839,lack,capacity,"{'NOUN', 'VERB'}",{'NOUN'},True,lack,capacity,set()
5865,3032__expect_3__rush_6,2,1,0,0,0,0.271914011352,3032,expect,rush,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5866,3687__characteristics_29__association_23,2,2,2,0,0,0.545518998,3687,association,characteristics,{'NOUN'},{'NOUN'},True,association,characteristic,set()
5867,2785__half-_45__smothered_46,3,3,3,2,1,1.62195143743,2785,half-,smothered,set(),{'VERB'},False,,,
5868,666__safely_6__run_4,1,1,1,1,1,0.639191860351,666,run,safely,"{'NOUN', 'VERB'}",{'ADV'},False,,,
5869,555__event_28__sustained_25,2,1,1,0,0,0.52252823169,555,sustained,event,{'VERB'},{'NOUN'},False,,,
5870,1175__move_5__brilliant_4,2,1,1,1,1,0.679489270806,1175,brilliant,move,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5871,1642__fun_3__Space_5,2,2,2,1,0,0.851394331141,1642,fun,Space,{'NOUN'},set(),False,,,
5872,1392__people_9__literally_11,2,1,0,0,0,0.263531856667,1392,literally,people,{'ADV'},"{'NOUN', 'VERB'}",False,,,
5873,2693__tenants_10__deposit_12,2,1,1,1,0,0.531665020385,2693,tenants,deposit,{'NOUN'},"{'NOUN', 'VERB'}",True,tenant,deposit,set()
5874,9756__start_8__heavy_5,3,2,2,1,0,0.631919679043,9756,heavy,start,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5875,2645__frame_6__approach_3,2,2,1,1,0,0.695738669686,2645,approach,frame,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,approach,frame,{'solid'}
5876,3750__increasingly_28__playing_29,1,1,1,0,0,0.511590361226,3750,increasingly,playing,{'ADV'},"{'NOUN', 'VERB'}",False,,,
5877,4755__ish_32__pixie_31,3,3,0,0,0,0.433206173429,4755,pixie,ish,set(),set(),False,,,
5878,3507__government_29__reduction_23,1,1,0,0,0,0.344930713493,3507,reduction,government,{'NOUN'},{'NOUN'},True,reduction,government,"{'heavy', 'clear'}"
5879,1364__sense_19__wider_18,2,1,1,1,1,0.63916045069,1364,wider,sense,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5880,1760__halt_15__muster_8,2,1,0,0,0,0.304654494374,1760,halt,muster,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,halt,muster,set()
5881,5117__time_19__waste_17,2,1,1,0,0,0.608747694321,5117,waste,time,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,waste,time,set()
5882,7019__strategy_2__articulate_17,3,2,2,2,2,1.3430188103,7019,articulate,strategy,"{'ADJ', 'VERB'}",{'NOUN'},False,,,
5883,3163__meriting_15__lip_17,3,3,3,2,2,2.07425428297,3163,meriting,lip,set(),{'NOUN'},False,,,
5884,3485__short_2__represented_41,2,1,0,0,0,0.294456348517,3485,short,represented,"{'ADV', 'ADJ', 'NOUN'}",{'VERB'},False,,,
5885,6612__forms_38__struggle_43,2,1,1,1,1,0.641717981073,6612,forms,struggle,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,form,struggle,set()
5886,1737__system_14__leading_9,2,1,1,1,0,0.566859079791,1737,system,leading,{'NOUN'},{'VERB'},False,,,
5887,3096__settlement_14__succesful_13,2,1,1,1,0,0.664578123555,3096,succesful,settlement,set(),{'NOUN'},False,,,
5888,6327__bad_26__patch_27,3,3,2,2,1,1.37021575924,6327,bad,patch,"{'ADV', 'ADJ', 'NOUN'}",{'NOUN'},True,bad,patch,set()
5889,3178__provide_4__introduction_7,2,1,1,0,0,0.402477550732,3178,provide,introduction,{'VERB'},{'NOUN'},False,,,
5890,6897__unreality_6__pictures_10,3,2,2,1,0,0.914286069455,6897,pictures,unreality,"{'NOUN', 'VERB'}",{'NOUN'},True,picture,unreality,set()
5891,4571__manpower_7__essence_5,3,2,1,0,0,0.481677164958,4571,essence,manpower,{'NOUN'},{'NOUN'},True,essence,manpower,set()
5892,7073__support_11__predisposed_9,2,2,1,0,0,0.481769773433,7073,support,predisposed,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5893,12812__bit_12__touched_13,2,2,1,1,1,0.720150142004,12812,bit,touched,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5894,3554__stereotype_12__link_24,2,2,0,0,0,0.285883102808,3554,stereotype,link,{'NOUN'},"{'NOUN', 'VERB'}",True,stereotype,link,set()
5895,3536__starts_14__workshops_17,1,1,0,0,0,0.344930713493,3536,starts,workshops,"{'NOUN', 'VERB'}",{'NOUN'},True,start,workshop,set()
5896,10128__bit_14__comes_8,1,0,0,0,0,0.15281314856,10128,bit,comes,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5897,599__accents_14__cracked_9,2,2,1,0,0,0.474031458175,599,accents,cracked,{'NOUN'},{'VERB'},False,,,
5898,6617__principle_22__moving_21,3,2,2,1,0,1.14136096844,6617,moving,principle,"{'ADJ', 'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,moving,principle,set()
5899,1843__constituted_18__inner_24,2,0,0,0,0,0.176991495532,1843,constituted,inner,{'VERB'},{'ADJ'},False,,,
5900,4956__jungle_21__steel_20,3,3,2,2,1,1.69598447708,4956,steel,jungle,{'NOUN'},{'NOUN'},True,steel,jungle,set()
5901,677__dependency_14__direct_18,2,1,1,0,0,0.420669427016,677,dependency,direct,{'NOUN'},"{'ADV', 'ADJ', 'VERB'}",False,,,
5902,1079__stuck_26__image_3,2,1,1,0,0,0.388441814537,1079,stuck,image,{'VERB'},{'NOUN'},False,,,
5903,3434__product_4__accurate_7,1,1,0,0,0,0.367512587687,3434,product,accurate,{'NOUN'},{'ADJ'},False,,,
5904,4666__errands_27__running_26,3,1,1,1,0,0.581556851504,4666,running,errands,"{'NOUN', 'VERB'}",set(),False,,,
5905,8052__pay_12__bit_14,1,1,1,0,0,0.392593240199,8052,pay,bit,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,pay,bit,set()
5906,1903__future_18__range_4,2,1,0,0,0,0.304654494374,1903,future,range,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,future,range,set()
5907,6379__Effects_1__Changes_4,2,1,1,0,0,0.377625484233,6379,Effects,Changes,set(),set(),False,,,
5908,6295__expected_16__deal_18,2,1,1,0,0,0.406851582613,6295,expected,deal,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5909,3127__holder_10__fight_17,1,1,1,0,0,0.420380003024,3127,holder,fight,{'NOUN'},"{'NOUN', 'VERB'}",True,holder,fight,set()
5910,715__conservative_12__values_13,1,1,1,1,1,0.641717981073,715,conservative,values,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,conservative,value,set()
5911,3465__necessitates_2__contact_26,1,0,0,0,0,0.166055434504,3465,necessitates,contact,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5912,2716__woodland_10__usurped_12,3,2,2,2,1,1.22327021821,2716,woodland,usurped,{'NOUN'},{'VERB'},False,,,
5913,4552__overlay_17__operations_18,3,2,2,1,0,0.836981608961,4552,overlay,operations,"{'NOUN', 'VERB'}",{'NOUN'},True,overlay,operation,set()
5914,2011__CID_2__sergeant_3,1,0,0,0,0,0.171617376419,2011,CID,sergeant,set(),{'NOUN'},False,,,
5915,2829__centres_26__envy_21,3,2,1,1,0,0.682592154608,2829,envy,centres,"{'NOUN', 'VERB'}",set(),False,,,
5916,8555__lot_4__lost_11,2,1,1,0,0,0.423695076216,8555,lost,lot,{'VERB'},"{'ADV', 'NOUN'}",False,,,
5917,8190__generosity_7__bit_5,2,2,1,1,1,0.752053611669,8190,bit,generosity,"{'NOUN', 'VERB'}",{'NOUN'},True,bit,generosity,set()
5918,140__resulting_3__mixture_4,2,2,1,1,0,0.54759239933,140,resulting,mixture,{'VERB'},{'NOUN'},False,,,
5919,5196__station_50__monument_58,2,1,0,0,0,0.267632336742,5196,station,monument,{'NOUN'},{'NOUN'},True,station,monument,set()
5920,884__Desire_3__search_5,3,2,2,2,0,1.07691535116,884,Desire,search,set(),"{'NOUN', 'VERB'}",False,,,
5921,7006__speeches_22__appear_24,2,2,2,0,0,0.585689223407,7006,speeches,appear,{'NOUN'},{'VERB'},False,,,
5922,3746__applications_29__fields_30,2,1,1,1,0,0.617351933972,3746,applications,fields,{'NOUN'},"{'NOUN', 'VERB'}",True,application,field,{'smooth'}
5923,4514__references_9__grid_8,3,2,2,2,1,1.37905422139,4514,grid,references,set(),{'NOUN'},False,,,
5924,6490__range_12__backgrounds_15,3,2,1,1,0,0.752053611669,6490,range,backgrounds,"{'NOUN', 'VERB'}",{'NOUN'},True,range,background,set()
5925,1855__exists_8__levels_11,1,1,1,0,0,0.42388508542,1855,levels,exists,"{'NOUN', 'VERB'}",{'VERB'},False,,,
5926,4546__implies_16__discussion_12,2,2,1,1,0,0.718912958914,4546,discussion,implies,{'NOUN'},{'VERB'},False,,,
5927,1868__basis_10__shake_12,1,1,0,0,0,0.278050879026,1868,basis,shake,{'NOUN'},"{'NOUN', 'VERB'}",True,basis,shake,set()
5928,932__immediately_3__suggested_4,3,2,1,1,0,0.654406906653,932,immediately,suggested,{'ADV'},"{'ADJ', 'VERB'}",False,,,
5929,6740__fullest_13__sense_14,2,2,2,1,1,0.789089188401,6740,fullest,sense,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5930,1486__plans_16__flotation_15,3,2,1,1,0,0.658950582021,1486,flotation,plans,set(),"{'NOUN', 'VERB'}",False,,,
5931,4494__displays_4__crude_7,3,1,1,0,0,0.413112656513,4494,displays,crude,"{'NOUN', 'VERB'}",{'ADJ'},False,,,
5932,6843__called_21__endued_5,1,0,0,0,0,0.166055434504,6843,called,endued,{'VERB'},set(),False,,,
5933,1477__automatic_10__cuts_12,2,1,1,0,0,0.490199202264,1477,automatic,cuts,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,automatic,cut,set()
5934,8092__poverty_35__situations_32,2,2,1,0,0,0.398960261442,8092,situations,poverty,{'NOUN'},{'NOUN'},True,situation,poverty,{'bitter'}
5935,1619__margins_13__score_9,1,1,1,0,0,0.375934180409,1619,margins,score,{'NOUN'},"{'NOUN', 'VERB'}",True,margin,score,set()
5936,3490__blocks_18__environment_7,2,1,0,0,0,0.311940285107,3490,blocks,environment,{'NOUN'},{'NOUN'},True,block,environment,{'cold'}
5937,7106__removed_33__justification_35,2,2,2,1,0,0.661902112658,7106,removed,justification,{'VERB'},{'NOUN'},False,,,
5938,484__pair_4__leading_3,2,1,1,1,1,0.817792790515,484,leading,pair,{'VERB'},{'NOUN'},False,,,
5939,1930__initial_3__shock_4,2,1,1,1,0,0.805647880488,1930,initial,shock,{'ADJ'},"{'NOUN', 'VERB'}",False,,,
5940,2175__eyes_37__watchful_38,3,3,2,1,1,1.30515260296,2175,eyes,watchful,{'NOUN'},{'ADJ'},False,,,
5941,824__event_3__piece_16,2,2,1,0,0,0.428921463893,824,piece,event,"{'X', 'NOUN', 'VERB'}",{'NOUN'},True,piece,event,set()
5942,6624__forwards_11__projecting_10,3,2,1,1,1,0.707661167605,6624,projecting,forwards,{'VERB'},set(),False,,,
5943,3087__cash_47__deposits_48,1,1,1,0,0,0.486153079866,3087,cash,deposits,"{'NOUN', 'VERB'}",{'NOUN'},True,cash,deposit,set()
5944,6749__prestige_26__attached_27,2,2,2,0,0,0.66657132847,6749,prestige,attached,{'NOUN'},{'VERB'},False,,,
5945,1928__crash_23__victims_19,2,1,1,0,0,0.382093952849,1928,victims,crash,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,victim,crash,set()
5946,2587__tend_4__focus_6,1,1,0,0,0,0.24511280748,2587,tend,focus,{'VERB'},"{'NOUN', 'VERB'}",False,,,
5947,6902__versions_11__found_6,1,1,1,0,0,0.425737145882,6902,versions,found,{'NOUN'},{'VERB'},False,,,
5948,3461__worst_24__ranked_21,1,1,1,0,0,0.41180720609,3461,ranked,worst,{'VERB'},{'ADJ'},False,,,
5949,170__landmark_7__indestructible_6,3,2,2,1,0,0.952189055548,170,indestructible,landmark,{'ADJ'},{'NOUN'},False,,,
5950,900__reasonably_18__short_19,1,1,1,1,1,0.624678124378,900,reasonably,short,{'ADV'},"{'ADV', 'ADJ', 'NOUN'}",False,,,
5951,916__refresh_7__tell_14,3,1,1,0,0,0.387658881475,916,tell,refresh,{'VERB'},{'VERB'},False,,,
5952,7244__soil_6__gulping_7,3,3,3,2,2,1.90213398125,7244,soil,gulping,"{'NOUN', 'VERB'}",set(),False,,,
