,ID,A1,A2,A3,A4,A5,Score,Sentence_ID,Head,Tail,Head_tags,Tail_tags,Noun_pair,Head_noun_lemmatised,Tail_noun_lemmatised,Common_adjectives
2071,4549__surface_23__offers_18,2,2,0,0,0,0.323914922036,4549,offers,surface,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,offer,surface,"{'brilliant', 'solid', 'clear', 'shallow', 'cold', 'warm'}"
2118,1866__masses_6__mother_9,3,3,3,2,1,1.90556232403,1866,masses,mother,{'NOUN'},"{'NOUN', 'VERB'}",True,mass,mother,{'cold'}
2178,3507__role_26__reduction_23,3,2,2,1,0,0.741874847999,3507,reduction,role,{'NOUN'},{'NOUN'},True,reduction,role,{'clear'}
2179,1453__floor_12__exchanges_9,3,1,1,1,0,0.535620681825,1453,floor,exchanges,{'NOUN'},{'NOUN'},True,floor,exchange,"{'heated', 'smooth', 'bitter', 'warm', 'icy'}"
2195,6583__politics_19__relationship_22,2,2,1,1,0,0.822910129632,6583,politics,relationship,{'NOUN'},{'NOUN'},True,politics,relationship,"{'rough', 'murky', 'bitter'}"
2201,3693__society_9__rules_7,2,1,1,1,1,0.679489270806,3693,rules,society,"{'NOUN', 'VERB'}",{'NOUN'},True,rule,society,"{'rough', 'weak'}"
2208,6615__history_10__articulation_8,3,3,2,2,0,1.47468630064,6615,history,articulation,{'NOUN'},{'NOUN'},True,history,articulation,{'clear'}
2210,8542__fist_18__iron_17,2,1,1,1,1,0.776696409127,8542,iron,fist,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,iron,fist,{'soft'}
2218,2641__reference_10__approach_2,2,1,1,0,0,0.355976692352,2641,reference,approach,{'NOUN'},"{'NOUN', 'VERB'}",True,reference,approach,{'solid'}
2226,1559__commitment_12__limit_14,2,2,2,1,1,0.722122956036,1559,commitment,limit,{'NOUN'},"{'NOUN', 'VERB'}",True,commitment,limit,{'clear'}
2228,1564__letters_5__flood_3,3,3,2,2,1,1.54068569145,1564,flood,letters,"{'NOUN', 'VERB'}",{'NOUN'},True,flood,letter,{'icy'}
2230,1904__leadership_36__linkage_25,2,1,1,1,0,0.627733779924,1904,linkage,leadership,{'NOUN'},{'NOUN'},True,linkage,leadership,{'clear'}
2232,3077__increase_19__earnings_21,1,1,0,0,0,0.256094435874,3077,increase,earnings,"{'NOUN', 'VERB'}",{'NOUN'},True,increase,earnings,"{'weak', 'strong', 'smooth'}"
2248,2513__law_10__approach_6,3,2,1,1,0,0.609447607807,2513,law,approach,{'NOUN'},"{'NOUN', 'VERB'}",True,law,approach,"{'soft', 'weak'}"
2249,3748__issues_29__context_26,2,1,0,0,0,0.410366594157,3748,context,issues,{'NOUN'},"{'NOUN', 'VERB'}",True,context,issue,{'clear'}
2258,5162__wall_8__patches_5,2,2,1,0,0,0.469361923802,5162,patches,wall,{'NOUN'},"{'NOUN', 'VERB'}",True,patch,wall,"{'icy', 'bright', 'soft', 'smooth'}"
2284,6630__proof_21__demonstration_18,2,1,1,1,0,0.632909268992,6630,demonstration,proof,{'NOUN'},{'NOUN'},True,demonstration,proof,"{'brilliant', 'clear'}"
2299,7099__attitude_4__bodies_10,1,1,0,0,0,0.323102914744,7099,bodies,attitude,"{'NOUN', 'VERB'}",{'NOUN'},True,body,attitude,"{'cold', 'warm', 'soft'}"
2302,3472__society_21__direction_19,1,1,0,0,0,0.344930713493,3472,direction,society,"{'X', 'NOUN'}",{'NOUN'},True,direction,society,{'rough'}
2306,1889__image_15__challenges_18,2,2,1,1,0,0.59771706193,1889,image,challenges,{'NOUN'},"{'NOUN', 'VERB'}",True,image,challenge,{'strong'}
2312,8456__reminder_5__cold_4,3,3,2,1,1,1.2114338275,8456,cold,reminder,"{'ADV', 'ADJ', 'NOUN'}",{'NOUN'},True,cold,reminder,{'bitter'}
2313,12082__people_23__touches_21,3,1,1,0,0,0.385252966738,12082,touches,people,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,touch,people,"{'brilliant', 'rough'}"
2314,3143__punishment_17__form_15,2,2,2,1,1,0.773890178069,3143,form,punishment,"{'NOUN', 'VERB'}",{'NOUN'},True,form,punishment,{'soft'}
2332,12375__home_9__monster_13,3,2,1,0,0,0.537564672564,12375,monster,home,{'NOUN'},"{'NOUN', 'VERB'}",True,monster,home,{'cold'}
2333,6873__argument_19__observations_21,2,1,1,1,0,0.531665020385,6873,argument,observations,{'NOUN'},{'NOUN'},True,argument,observation,{'brilliant'}
2339,6359__development_12__model_9,1,1,0,0,0,0.267809734385,6359,development,model,"{'X', 'NOUN'}","{'ADJ', 'NOUN', 'VERB'}",True,development,model,{'shallow'}
2348,3453__crisis_11__malaise_8,3,3,2,1,0,1.32714508416,3453,crisis,malaise,"{'X', 'NOUN'}",{'NOUN'},True,crisis,malaise,{'deep'}
2357,1958__sun_42__patch_40,3,3,2,2,1,1.39108619186,1958,patch,sun,{'NOUN'},"{'NOUN', 'VERB'}",True,patch,sun,{'bright'}
2369,6426__schools_13__control_12,3,3,2,2,0,1.52879007043,6426,control,schools,"{'NOUN', 'VERB'}",{'NOUN'},True,control,school,{'brilliant'}
2420,1861__tactics_33__measures_2,2,1,1,0,0,0.389233675197,1861,measures,tactics,"{'NOUN', 'VERB'}",{'NOUN'},True,measure,tactic,"{'rough', 'soft'}"
2422,1539__review_8__bodies_9,2,2,2,1,0,0.682740239987,1539,review,bodies,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,review,body,"{'solid', 'rough', 'cold', 'warm', 'weak'}"
2429,6905__education_35__control_38,2,2,1,0,0,0.417351517715,6905,education,control,{'NOUN'},"{'NOUN', 'VERB'}",True,education,control,{'brilliant'}
2459,1864__pattern_5__wave_2,2,1,1,1,1,0.679489270806,1864,wave,pattern,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,wave,pattern,{'weak'}
2464,6957__trouble_2__views_6,2,2,1,1,0,0.611217772195,6957,trouble,views,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,trouble,view,{'bitter'}
2469,1749__business_17__team_11,1,1,0,0,0,0.28846835189,1749,team,business,{'NOUN'},{'NOUN'},True,team,business,"{'brilliant', 'successful', 'bright', 'clean'}"
2473,1616__paper_10__looks_7,2,1,1,0,0,0.509000458176,1616,paper,looks,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,paper,look,{'sweet'}
2557,1366__culture_14__mother_11,3,3,3,2,1,2.17349303952,1366,mother,culture,"{'NOUN', 'VERB'}",{'NOUN'},True,mother,culture,"{'brilliant', 'bitter'}"
2576,4493__materials_23__inventory_20,1,1,1,0,0,0.378663300407,4493,inventory,materials,"{'NOUN', 'VERB'}",{'NOUN'},True,inventory,material,{'weak'}
2605,6895__rationality_10__hand_6,3,2,2,0,0,0.419181050348,6895,rationality,hand,{'NOUN'},"{'NOUN', 'VERB'}",True,rationality,hand,{'cold'}
2608,6633__contradiction_11__account_9,2,2,2,2,1,1.07691535116,6633,contradiction,account,{'NOUN'},"{'NOUN', 'VERB'}",True,contradiction,account,{'clear'}
2612,3143__alternative_9__form_15,2,1,1,0,0,0.378663300407,3143,form,alternative,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,form,alternative,{'soft'}
2616,1020__people_28__response_26,2,1,1,0,0,0.428469340079,1020,response,people,{'NOUN'},"{'NOUN', 'VERB'}",True,response,people,"{'brilliant', 'heavy', 'cold', 'bitter', 'warm'}"
2661,3706__increase_15__attitudes_14,1,1,0,0,0,0.239714920179,3706,attitudes,increase,{'NOUN'},"{'NOUN', 'VERB'}",True,attitude,increase,{'clear'}
2662,6383__pupils_10__subject_16,1,1,0,0,0,0.359392926099,6383,pupils,subject,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,pupil,subject,{'bright'}
2686,3196__formulation_16__plan_20,3,3,2,1,0,1.09810767655,3196,formulation,plan,{'NOUN'},"{'NOUN', 'VERB'}",True,formulation,plan,{'weak'}
2752,6425__children_7__attitudes_9,1,1,1,0,0,0.511590361226,6425,children,attitudes,{'NOUN'},{'NOUN'},True,child,attitude,"{'brilliant', 'warm', 'bitter', 'cold'}"
2812,7058__management_17__advances_12,1,1,0,0,0,0.406336371358,7058,advances,management,"{'NOUN', 'VERB'}",{'NOUN'},True,advance,management,"{'brilliant', 'solid', 'strong', 'smooth'}"
2816,592__director_14__operations_13,2,1,1,1,0,0.604274035289,592,operations,director,{'NOUN'},{'NOUN'},True,operation,director,{'brilliant'}
2831,6820__questions_11__position_7,1,1,0,0,0,0.344930713493,6820,questions,position,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,question,position,"{'murky', 'soft'}"
2855,6438__children_8__reactions_11,1,1,1,0,0,0.369248292463,6438,reactions,children,{'NOUN'},{'NOUN'},True,reaction,child,"{'brilliant', 'warm', 'bitter', 'cold'}"
2874,6155__facilities_25__production_14,2,1,0,0,0,0.312023301775,6155,production,facilities,{'NOUN'},{'NOUN'},True,production,facility,{'brilliant'}
2875,2539__day_35__rule_37,2,1,1,0,0,0.401290080507,2539,day,rule,{'NOUN'},"{'NOUN', 'VERB'}",True,day,rule,"{'rough', 'murky'}"
2878,1484__costs_27__handling_26,1,1,1,1,0,0.504554630774,1484,handling,costs,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,handling,cost,{'rough'}
2889,2866__streets_9__fighting_11,3,1,1,1,1,0.721275813247,2866,fighting,streets,"{'NOUN', 'VERB'}",{'NOUN'},True,fighting,street,{'heated'}
2902,8092__divorce_37__situations_32,2,2,1,0,0,0.398960261442,8092,situations,divorce,{'NOUN'},"{'NOUN', 'VERB'}",True,situation,divorce,{'bitter'}
2911,5387__heart_13__light_9,3,3,2,2,2,1.73608244831,5387,heart,light,{'NOUN'},"{'ADJ', 'NOUN', 'VERB'}",True,heart,light,"{'warm', 'cold'}"
2931,2615__justification_9__rule_7,2,1,0,0,0,0.304654494374,2615,rule,justification,"{'NOUN', 'VERB'}",{'NOUN'},True,rule,justification,"{'clear', 'weak'}"
2971,3547__result_2__expansion_6,2,1,1,0,0,0.459284002183,3547,result,expansion,"{'NOUN', 'VERB'}",{'NOUN'},True,result,expansion,{'strong'}
3001,6838__children_14__picture_12,2,1,1,1,0,0.610488549796,6838,picture,children,"{'NOUN', 'VERB'}",{'NOUN'},True,picture,child,"{'sweet', 'bright', 'weak'}"
3060,11798__business_22__run_20,1,1,1,1,1,0.619439968388,11798,run,business,"{'NOUN', 'VERB'}",{'NOUN'},True,run,business,"{'brilliant', 'smooth', 'clean'}"
3103,4487__research_3__exercise_4,2,2,1,1,0,0.604570137086,4487,research,exercise,{'NOUN'},"{'NOUN', 'VERB'}",True,research,exercise,"{'brilliant', 'heavy'}"
3121,4520__data_6__sources_4,1,1,1,1,1,0.632622058917,4520,sources,data,{'NOUN'},{'NOUN'},True,source,data,{'bright'}
3145,6631__moment_31__movement_36,3,3,3,1,0,1.19403968139,6631,moment,movement,{'NOUN'},{'NOUN'},True,moment,movement,{'bitter'}
3205,7086__cost_16__justification_2,2,1,0,0,0,0.324678175112,7086,cost,justification,"{'NOUN', 'VERB'}",{'NOUN'},True,cost,justification,{'clear'}
3238,1576__law_7__position_5,2,2,1,1,0,0.549875283579,1576,position,law,"{'NOUN', 'VERB'}",{'NOUN'},True,position,law,"{'murky', 'soft'}"
3246,6808__children_20__nature_16,2,2,1,1,0,0.660488549796,6808,nature,children,{'NOUN'},{'NOUN'},True,nature,child,"{'disturbing', 'sweet', 'cruel', 'divine', 'bitter', 'wild'}"
3248,7089__party_5__bodies_6,2,2,1,1,1,0.760785921214,7089,party,bodies,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,party,body,"{'heavy', 'strong'}"
3254,1767__profits_33__growth_30,2,1,1,1,0,0.605643977372,1767,growth,profits,{'NOUN'},{'NOUN'},True,growth,profit,"{'clear', 'strong', 'weak'}"
3262,2105__margin_6__turnover_10,3,2,2,1,0,0.76340772925,2105,turnover,margin,{'NOUN'},{'NOUN'},True,turnover,margin,"{'heavy', 'strong', 'weak'}"
3294,6439__attitudes_6__survey_2,1,1,0,0,0,0.268929743968,6439,survey,attitudes,"{'NOUN', 'VERB'}",{'NOUN'},True,survey,attitude,{'brilliant'}
3310,4970__view_29__field_27,2,2,2,1,0,0.620907832321,4970,field,view,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,field,view,{'clear'}
3329,3127__corner_19__fight_17,3,2,2,2,1,1.23449942618,3127,fight,corner,"{'NOUN', 'VERB'}",{'NOUN'},True,fight,corner,"{'rough', 'cold'}"
3347,2563__murders_16__serving_13,3,2,1,0,0,0.53806019861,2563,serving,murders,"{'NOUN', 'VERB'}",{'NOUN'},True,serving,murder,{'cold'}
3360,1694__manager_2__attitude_4,2,1,0,0,0,0.304654494374,1694,manager,attitude,{'NOUN'},{'NOUN'},True,manager,attitude,{'brilliant'}
3386,6155__programmes_9__production_14,2,1,1,1,0,0.578854281965,6155,production,programmes,{'NOUN'},{'NOUN'},True,production,programme,"{'brilliant', 'clear', 'soft'}"
3436,3518__decline_52__sense_45,2,1,0,0,0,0.368492446725,3518,sense,decline,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,sense,decline,{'strong'}
3461,5701__gun_2__threat_4,2,1,1,0,0,0.432158517043,5701,gun,threat,"{'NOUN', 'VERB'}",{'NOUN'},True,gun,threat,{'dangerous'}
3473,3448__poverty_18__elimination_16,1,1,1,0,0,0.375837958795,3448,elimination,poverty,{'NOUN'},{'NOUN'},True,elimination,poverty,{'bitter'}
3486,1059__drama_8__hand_4,1,0,0,0,0,0.185479867625,1059,hand,drama,"{'NOUN', 'VERB'}",{'NOUN'},True,hand,drama,{'strong'}
3495,5848__dawn_22__prospect_20,3,3,3,3,0,1.88167655427,5848,prospect,dawn,{'NOUN'},"{'NOUN', 'VERB'}",True,prospect,dawn,"{'clear', 'dim'}"
3546,12098__day_15__cover_13,3,1,1,0,0,0.695158021527,12098,cover,day,"{'NOUN', 'VERB'}",{'NOUN'},True,cover,day,"{'warm', 'bright'}"
3569,524__account_6__role_9,1,1,0,0,0,0.357256243937,524,account,role,"{'NOUN', 'VERB'}",{'NOUN'},True,account,role,"{'brilliant', 'rough', 'clear'}"
3594,11950__girl_4__pig_9,3,2,0,0,0,0.313550201554,11950,girl,pig,{'NOUN'},{'NOUN'},True,girl,pig,"{'mad', 'fat'}"
3611,6513__access_15__support_19,2,1,1,0,0,0.425737145882,6513,access,support,{'NOUN'},"{'NOUN', 'VERB'}",True,access,support,{'clear'}
3613,1269__shift_6__attitudes_12,2,1,1,1,0,0.533891035257,1269,attitudes,shift,{'NOUN'},"{'NOUN', 'VERB'}",True,attitude,shift,{'clear'}
3616,3168__business_19__pain_22,3,2,2,2,0,1.20793570615,3168,business,pain,{'NOUN'},{'NOUN'},True,business,pain,{'bitter'}
3620,103__current_15__rules_16,2,1,1,0,0,0.38252384674,103,current,rules,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,current,rule,{'weak'}
3630,6178__price_24__fall_18,1,1,1,1,0,0.551962496434,6178,fall,price,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,fall,price,{'bitter'}
3656,650__gas_20__cloud_17,2,1,1,1,0,0.67800719439,650,cloud,gas,{'NOUN'},"{'NOUN', 'VERB'}",True,cloud,gas,"{'heavy', 'dense', 'bright', 'cold'}"
3685,2838__election_3__campaign_4,3,1,0,0,0,0.301505355478,2838,election,campaign,{'NOUN'},"{'NOUN', 'VERB'}",True,election,campaign,"{'brilliant', 'heated', 'smooth', 'heavy', 'strong', 'clean', 'bitter'}"
3690,4866__cups_7__model_2,2,1,1,0,0,0.420669427016,4866,model,cups,"{'ADJ', 'NOUN', 'VERB'}",{'NOUN'},True,model,cup,"{'hot', 'shallow'}"
3698,6965__days_20__departure_8,3,0,0,0,0,0.174208617294,6965,days,departure,{'NOUN'},{'NOUN'},True,day,departure,{'bitter'}
3708,6834__rationality_10__grounds_16,2,2,2,0,0,0.821810674236,6834,rationality,grounds,{'NOUN'},{'NOUN'},True,rationality,ground,{'cold'}
3728,754__cost_10__stars_35,2,2,1,0,0,0.367788296535,754,cost,stars,"{'NOUN', 'VERB'}",{'NOUN'},True,cost,star,"{'clear', 'bitter'}"
3729,6246__material_10__form_7,2,1,0,0,0,0.269238859608,6246,material,form,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,material,form,"{'dim', 'soft', 'smooth'}"
3731,6180__consequence_4__view_8,3,3,1,1,0,0.848097218214,6180,consequence,view,{'NOUN'},"{'NOUN', 'VERB'}",True,consequence,view,"{'clear', 'bitter'}"
3733,1749__development_10__team_11,1,1,1,0,0,0.443350009658,1749,development,team,"{'X', 'NOUN'}",{'NOUN'},True,development,team,{'bright'}
3737,3736__requirements_28__impact_25,2,1,1,0,0,0.391318173743,3736,impact,requirements,{'NOUN'},{'NOUN'},True,impact,requirement,{'clear'}
3753,6740__term_17__sense_14,3,2,1,1,0,0.752053611669,6740,sense,term,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,sense,term,{'strong'}
3760,6164__concept_6__progress_21,3,1,0,0,0,0.280526408725,6164,progress,concept,"{'NOUN', 'VERB'}",{'NOUN'},True,progress,concept,"{'brilliant', 'solid', 'clear', 'shallow'}"
3781,2729__footpath_2__runs_4,2,2,2,1,0,0.796493055911,2729,footpath,runs,{'NOUN'},"{'NOUN', 'VERB'}",True,footpath,run,{'icy'}
3790,1917__attacks_17__decision_25,2,2,2,0,0,0.643647613263,1917,attacks,decision,"{'NOUN', 'VERB'}",{'NOUN'},True,attack,decision,"{'brilliant', 'clear', 'shallow', 'clean', 'bitter'}"
3791,1284__story_23__audiences_18,2,1,0,0,0,0.277461796459,1284,audiences,story,{'NOUN'},{'NOUN'},True,audience,story,{'brilliant'}
3792,6271__roads_23__form_20,2,1,1,0,0,0.428941385165,6271,form,roads,"{'NOUN', 'VERB'}",{'NOUN'},True,form,road,{'smooth'}
3805,1193__recommendations_23__candidate_15,1,1,0,0,0,0.291059592766,1193,candidate,recommendations,{'NOUN'},{'NOUN'},True,candidate,recommendation,"{'solid', 'clear', 'strong'}"
3838,6589__narrative_34__progress_30,2,1,0,0,0,0.279911372362,6589,progress,narrative,"{'NOUN', 'VERB'}","{'ADJ', 'NOUN'}",True,progress,narrative,"{'brilliant', 'clear'}"
3850,3127__health_22__fight_17,2,1,1,0,0,0.40457512248,3127,fight,health,"{'NOUN', 'VERB'}",{'NOUN'},True,fight,health,{'clean'}
3878,8372__death_7__situations_13,2,1,1,0,0,0.423695076216,8372,situations,death,{'NOUN'},{'NOUN'},True,situation,death,{'bitter'}
3918,6235__consequence_12__situations_4,1,0,0,0,0,0.162292337136,6235,consequence,situations,{'NOUN'},{'NOUN'},True,consequence,situation,{'bitter'}
3922,820__simplicity_5__tenderness_7,2,1,1,1,0,0.662852827543,820,simplicity,tenderness,{'NOUN'},{'NOUN'},True,simplicity,tenderness,{'deep'}
3955,6437__talks_27__applications_33,2,1,0,0,0,0.310150501857,6437,talks,applications,"{'NOUN', 'VERB'}",{'NOUN'},True,talk,application,{'smooth'}
3992,7075__ideas_18__exchange_16,2,1,1,1,0,0.578854281965,7075,exchange,ideas,"{'NOUN', 'VERB'}",{'NOUN'},True,exchange,idea,{'weak'}
4001,6790__transition_9__guide_4,2,1,1,0,0,0.555799850239,6790,guide,transition,"{'NOUN', 'VERB'}",{'NOUN'},True,guide,transition,{'rough'}
4004,6870__tension_2__views_6,1,1,1,1,0,0.504554630774,6870,tension,views,{'NOUN'},"{'NOUN', 'VERB'}",True,tension,view,"{'clear', 'bitter'}"
4056,8346__floor_15__catch_8,2,0,0,0,0,0.189702089847,8346,floor,catch,{'NOUN'},"{'NOUN', 'VERB'}",True,floor,catch,{'clean'}
4085,1722__deal_29__facility_27,2,1,1,1,0,0.736710158187,1722,facility,deal,{'NOUN'},"{'NOUN', 'VERB'}",True,facility,deal,{'brilliant'}
4123,3459__people_22__clashes_19,1,1,0,0,0,0.372346209712,3459,clashes,people,{'NOUN'},"{'NOUN', 'VERB'}",True,clash,people,"{'heavy', 'bitter'}"
4128,4558__research_5__models_10,1,0,0,0,0,0.203481758992,4558,models,research,{'NOUN'},{'NOUN'},True,model,research,{'shallow'}
4131,4569__research_11__operations_10,2,2,1,0,0,0.360823270283,4569,operations,research,{'NOUN'},{'NOUN'},True,operation,research,{'brilliant'}
4149,681__evidence_19__link_22,2,2,0,0,0,0.315758288187,681,evidence,link,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,evidence,link,{'murky'}
4165,3006__prints_37__source_31,1,0,0,0,0,0.161833212282,3006,source,prints,{'NOUN'},{'NOUN'},True,source,print,{'bright'}
4173,6661__future_17__shape_18,2,2,2,1,1,0.73522721289,6661,future,shape,"{'ADJ', 'NOUN'}","{'NOUN', 'VERB'}",True,future,shape,"{'bright', 'dim'}"
4174,111__biography_3__calls_5,3,2,1,0,0,0.557812090573,111,biography,calls,{'NOUN'},"{'X', 'NOUN', 'VERB'}",True,biography,call,{'brilliant'}
4206,7083__support_14__exchange_11,3,1,1,1,0,0.595492127112,7083,exchange,support,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,exchange,support,"{'heavy', 'warm'}"
4211,3474__law_33__rule_31,2,1,1,0,0,0.436507003585,3474,rule,law,"{'NOUN', 'VERB'}",{'NOUN'},True,rule,law,"{'brilliant', 'murky', 'clear', 'weak'}"
4223,2782__lake_44__stare_47,3,1,1,0,0,0.627225716538,2782,lake,stare,{'NOUN'},"{'NOUN', 'VERB'}",True,lake,stare,{'icy'}
4238,2651__murder_29__situations_32,2,1,1,0,0,0.466889076932,2651,murder,situations,"{'NOUN', 'VERB'}",{'NOUN'},True,murder,situation,{'murky'}
4242,823__demonstration_15__reaction_11,1,0,0,0,0,0.166055434504,823,reaction,demonstration,{'NOUN'},{'NOUN'},True,reaction,demonstration,"{'brilliant', 'heated', 'bitter'}"
4259,3111__family_9__touches_5,2,1,1,1,1,0.722751124416,3111,touches,family,"{'NOUN', 'VERB'}",{'NOUN'},True,touch,family,{'brilliant'}
4265,1019__price_7__guide_6,2,2,1,0,0,0.440213204142,1019,guide,price,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,guide,price,"{'brilliant', 'rough'}"
4292,2585__law_6__structure_2,1,1,1,1,0,0.563616892266,2585,structure,law,"{'NOUN', 'VERB'}",{'NOUN'},True,structure,law,{'heavy'}
4333,3158__punishment_3__term_9,1,0,0,0,0,0.141048442678,3158,punishment,term,{'NOUN'},"{'NOUN', 'VERB'}",True,punishment,term,{'strong'}
4343,3535__tackle_9__forces_2,2,1,1,0,0,0.410762887794,3535,forces,tackle,"{'X', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,force,tackle,{'weak'}
4351,1465__coalition_58__growth_31,2,1,0,0,0,0.384156674618,1465,growth,coalition,{'NOUN'},{'NOUN'},True,growth,coalition,{'clear'}
4363,2800__sermons_9__stone_11,3,3,3,3,1,2.09723529726,2800,stone,sermons,{'NOUN'},{'NOUN'},True,stone,sermon,{'cold'}
4366,7096__lines_19__guide_14,2,2,1,0,0,0.695158021527,7096,guide,lines,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,guide,line,{'bright'}
4380,1958__sitting_37__patch_40,2,1,0,0,0,0.294253042053,1958,sitting,patch,"{'NOUN', 'VERB'}",{'NOUN'},True,sitting,patch,{'bright'}
4381,3731__agenda_23__fields_26,2,1,1,0,0,0.385252966738,3731,agenda,fields,{'NOUN'},"{'NOUN', 'VERB'}",True,agenda,field,{'clear'}
4391,1734__communication_11__channels_9,2,1,1,1,1,0.672803965502,1734,communication,channels,{'NOUN'},{'NOUN'},True,communication,channel,{'deep'}
4405,820__simplicity_5__account_11,3,3,1,0,0,0.517419999393,820,account,simplicity,"{'NOUN', 'VERB'}",{'NOUN'},True,account,simplicity,{'brilliant'}
4406,516__row_22__attack_25,2,2,0,0,0,0.380034567503,516,row,attack,"{'NOUN', 'VERB'}","{'X', 'NOUN', 'VERB'}",True,row,attack,{'heated'}
4450,7058__advances_12__coordination_23,3,0,0,0,0,0.17595248864,7058,advances,coordination,"{'NOUN', 'VERB'}",{'NOUN'},True,advance,coordination,{'smooth'}
4463,8159__name_13__loss_6,2,2,1,0,0,0.376772639566,8159,name,loss,"{'NOUN', 'VERB'}",{'NOUN'},True,name,loss,"{'clear', 'shallow'}"
4464,1223__development_6__plot_5,3,2,1,1,1,0.659962887533,1223,plot,development,"{'NOUN', 'VERB'}","{'X', 'NOUN'}",True,plot,development,"{'shallow', 'weak'}"
4486,147__technique_20__painter_18,1,1,0,0,0,0.344930713493,147,painter,technique,{'NOUN'},{'NOUN'},True,painter,technique,{'brilliant'}
4488,750__roof_8__barn_7,3,2,2,1,1,0.967448203496,750,barn,roof,{'NOUN'},{'NOUN'},True,barn,roof,"{'warm', 'cold'}"
4496,1883__government_36__structure_37,2,1,1,1,0,0.633984961622,1883,government,structure,{'NOUN'},"{'NOUN', 'VERB'}",True,government,structure,{'heavy'}
4505,8346__park_2__catch_8,1,0,0,0,0,0.189702089847,8346,park,catch,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,park,catch,{'clean'}
4527,515__ideas_5__exercise_25,0,0,0,0,0,0.191919749572,515,exercise,ideas,"{'NOUN', 'VERB'}",{'NOUN'},True,exercise,idea,{'brilliant'}
4548,3130__care_51__community_54,1,1,1,1,0,0.503606696706,3130,care,community,"{'NOUN', 'VERB'}",{'NOUN'},True,care,community,{'shallow'}
4551,12171__laugh_1__trick_6,2,0,0,0,0,0.148512667992,12171,laugh,trick,"{'NOUN', 'VERB'}",{'NOUN'},True,laugh,trick,{'brilliant'}
4555,11823__voices_6__stand_10,3,3,0,0,0,0.610983782408,11823,stand,voices,"{'NOUN', 'VERB'}",{'NOUN'},True,stand,voice,{'clear'}
4579,1367__soil_3__force_10,3,2,2,0,0,0.589431602745,1367,force,soil,"{'X', 'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,force,soil,{'weak'}
4584,7088__papers_32__support_29,2,1,1,1,0,0.627733779924,7088,support,papers,"{'NOUN', 'VERB'}",{'NOUN'},True,support,paper,"{'heavy', 'soft'}"
4586,6431__science_27__nature_24,3,2,2,0,0,0.631364426793,6431,nature,science,{'NOUN'},{'NOUN'},True,nature,science,{'sweet'}
4596,841__engine_10__seats_13,3,1,1,0,0,0.685818282465,841,engine,seats,{'NOUN'},{'NOUN'},True,engine,seat,{'warm'}
4597,2731__isolation_22__sense_20,2,2,1,1,1,0.717035991604,2731,sense,isolation,"{'NOUN', 'VERB'}",{'NOUN'},True,sense,isolation,{'deep'}
4601,5352__words_16__read_12,1,1,1,1,0,0.53878425397,5352,read,words,"{'NOUN', 'VERB'}",{'NOUN'},True,read,word,{'brilliant'}
4611,6820__child_20__image_15,3,2,1,1,0,0.699241162769,6820,image,child,{'NOUN'},{'NOUN'},True,image,child,"{'sweet', 'bright', 'dim', 'weak'}"
4624,838__publicity_12__campaigns_13,1,1,1,1,0,0.504554630774,838,publicity,campaigns,{'NOUN'},{'NOUN'},True,publicity,campaign,{'heavy'}
4631,3029__prospect_28__closing_30,2,1,0,0,0,0.361645743326,3029,prospect,closing,{'NOUN'},"{'NOUN', 'VERB'}",True,prospect,closing,{'brilliant'}
4644,2941__party_8__fall_10,2,1,1,1,1,0.679489270806,2941,fall,party,"{'NOUN', 'VERB'}","{'NOUN', 'VERB'}",True,fall,party,{'bitter'}
4663,3164__language_17__shapes_23,3,2,1,1,0,0.685243460384,3164,language,shapes,{'NOUN'},"{'NOUN', 'VERB'}",True,language,shape,"{'bright', 'dim'}"
