,Unnamed: 0,LineText,Intersection_Words,Intersection_count,Head_tail,Relations
165,1168,    but thou art all my art  and dost advance,art|advance,2,"('art', 'advance')","['icy', 'heavy', 'murky', 'bright', 'bitter', 'clear', 'rough', 'shallow', 'strong', 'sweet']"
166,1175,i grant  sweet love  thy lovely argument,love|argument,2,"('love', 'argument')","['bitter', 'brilliant', 'clear', 'shallow', 'weak', 'cold', 'soft', 'clean', 'murky', 'strong']"
167,1187,knowing a better spirit doth use your name ,name|spirit,2,"('spirit', 'name')","['deep', 'murky', 'dim', 'rough', 'weak', 'bitter', 'brilliant', 'clear', 'heavy', 'strong']"
168,1205,your name from hence immortal life shall have ,life|name,2,"('name', 'life')","['rough', 'weak', 'strong', 'shallow', 'bright', 'clear', 'warm', 'soft', 'brilliant', 'murky']"
169,1219,of their fair subject  blessing every book ,book|subject,2,"('subject', 'book')","['weak', 'murky', 'clean', 'strong', 'solid', 'shallow', 'bright', 'rough', 'clear', 'soft']"
170,1220,thou art as fair in knowledge as in hue ,art|knowledge,2,"('art', 'knowledge')","['strong', 'sweet', 'heavy', 'solid', 'rough', 'bright', 'shallow', 'icy', 'weak', 'warm']"
171,1221,finding thy worth a limit past my praise ,limit|past,2,"('limit', 'past')","['strong', 'murky', 'cold', 'bright', 'warm', 'icy', 'sweet', 'solid', 'brilliant', 'heavy']"
172,1223,some fresher stamp of the time bettering days ,stamp|time,2,"('stamp', 'time')","['rough', 'mad', 'brilliant', 'bright', 'soft', 'murky', 'warm', 'clean', 'cold', 'shallow']"
173,1234,that barren tender of a poet s debt ,poet|debt,2,"('poet', 'debt')","['strong', 'weak', 'bright', 'murky', 'shallow', 'deep', 'rough', 'clean', 'cold', 'soft']"
174,1242,when others would give life  and bring a tomb ,tomb|life,2,"('life', 'tomb')","['clean', 'strong', 'weak', 'cold', 'bitter', 'clear', 'deep', 'soft', 'smooth', 'shallow']"
175,1326,to set a form upon desired change ,form|change,2,"('form', 'change')","['soft', 'murky', 'rough', 'bright', 'icy', 'weak', 'clean', 'strong', 'cold', 'bitter']"
176,1339,and do not drop in for an after loss ,loss|drop,2,"('drop', 'loss')","['bright', 'clear', 'dim', 'brilliant', 'cold', 'solid', 'heavy', 'murky', 'shallow', 'bitter']"
177,1352,some in their wealth  some in their body s force ,force|body,2,"('body', 'force')","['soft', 'rough', 'sweet', 'shallow', 'warm', 'cold', 'clear', 'bitter', 'solid', 'clean']"
178,1367,for term of life thou art assured mine ,art|life|term,3,,
179,1368,and life no longer than thy love will stay ,love|life,2,"('life', 'love')","['clear', 'sweet', 'soft', 'strong', 'bright', 'shallow', 'clean', 'weak', 'rough', 'warm']"
180,1375,since that my life on thy revolt doth lie ,life|lie,2,"('life', 'lie')","['soft', 'clear', 'brilliant', 'bright', 'strong', 'bitter', 'shallow', 'clean', 'sweet', 'solid']"
181,1387,in many s looks  the false heart s history,history|heart,2,"('heart', 'history')","['warm', 'icy', 'heavy', 'bright', 'strong', 'clean', 'brilliant', 'heated', 'murky', 'shallow']"
182,1399,unmoved  cold  and to temptation slow ,cold|temptation,2,"('cold', 'temptation')","['sweet', 'cold', 'strong', 'warm', 'shallow', 'rough', 'soft', 'brilliant', 'weak', 'clear']"
183,1413,doth spot the beauty of thy budding name ,spot|name,2,"('spot', 'name')","['dim', 'bitter', 'clear', 'shallow', 'brilliant', 'rough', 'murky', 'cold', 'bright', 'weak']"
184,1424,    the hardest knife ill us d doth lose his edge ,knife|edge,2,"('knife', 'edge')","['soft', 'rough', 'brilliant', 'clear', 'strong', 'shallow', 'murky', 'weak', 'clean', 'warm']"
185,1427,some say thy grace is youth and gentle sport ,youth|sport,2,"('youth', 'sport')","['clean', 'clear', 'strong', 'weak', 'mad', 'deep', 'bitter', 'brilliant', 'solid', 'heavy']"
186,1458,hath put a spirit of youth in every thing ,spirit|youth,2,"('spirit', 'youth')","['deep', 'cold', 'warm', 'murky', 'shallow', 'rough', 'weak', 'brilliant', 'clear', 'heavy']"
187,1469,    as with your shadow i with these did play ,shadow|play,2,"('shadow', 'play')","['soft', 'clean', 'cold', 'strong', 'warm', 'clear', 'shallow', 'heated', 'sweet', 'brilliant']"
188,1478,one blushing shame  another white despair ,despair|white,2,"('white', 'despair')","['cold', 'shallow', 'warm', 'bitter', 'strong', 'deep', 'heavy', 'bright', 'icy', 'clear']"
189,1489,darkening thy power to lend base subjects light ,light|power,2,"('power', 'light')","['rough', 'murky', 'clear', 'bitter', 'weak', 'cold', 'solid', 'strong', 'brilliant', 'shallow']"
190,1493,and gives thy pen both skill and argument ,skill|argument,2,"('skill', 'argument')","['soft', 'bright', 'murky', 'cold', 'rough', 'brilliant', 'weak', 'mad', 'shallow', 'solid']"
191,1494,rise  resty muse  my love s sweet face survey ,love|rise|survey,3,,
192,1498,    give my love fame faster than time wastes life ,love|life|time,3,,
193,1503,both truth and beauty on my love depends ,love|truth,2,"('truth', 'love')","['murky', 'bright', 'rough', 'clear', 'weak', 'strong', 'warm', 'solid', 'shallow', 'mad']"
194,1520,our love was new  and then but in the spring ,love|spring,2,"('love', 'spring')","['bitter', 'bright', 'murky', 'brilliant', 'clear', 'warm', 'cold', 'heated', 'strong', 'weak']"
195,1561,let not my love be call d idolatry ,love|call,2,"('love', 'call')","['bitter', 'heated', 'clear', 'brilliant', 'weak', 'shallow', 'clean', 'strong', 'solid', 'deep']"
196,1565,kind is my love to day  to morrow kind ,love|day,2,"('love', 'day')","['bitter', 'brilliant', 'cold', 'deep', 'rough', 'clear', 'weak', 'murky', 'solid', 'heavy']"
197,1581,of hand  of foot  of lip  of eye  of brow ,eye|hand|foot,3,,
198,1593,can yet the lease of my true love control ,love|control,2,"('love', 'control')","['bitter', 'brilliant', 'heated', 'cold', 'shallow', 'clean', 'clear', 'weak', 'rough', 'deep']"
199,1600,my love looks fresh  and death to me subscribes ,death|love,2,"('love', 'death')","['bitter', 'icy', 'brilliant', 'smooth', 'murky', 'weak', 'deep', 'strong', 'clear', 'solid']"
200,1606,what s in the brain  that ink may character ,character|brain,2,"('brain', 'character')","['murky', 'clean', 'warm', 'rough', 'bitter', 'clear', 'heated', 'solid', 'brilliant', 'strong']"
201,1619,    where time and outward form would show it dead ,form|time,2,"('time', 'form')","['strong', 'solid', 'heavy', 'heated', 'warm', 'dim', 'clear', 'weak', 'bright', 'bitter']"
202,1624,as from my soul which in thy breast doth lie ,breast|lie,2,"('breast', 'lie')","['soft', 'clear', 'brilliant', 'bitter', 'murky', 'rough', 'bright', 'strong', 'shallow', 'clean']"
203,1625,that is my home of love  if i have rang d ,love|home,2,"('home', 'love')","['rough', 'strong', 'soft', 'icy', 'murky', 'weak', 'clean', 'warm', 'mad', 'bright']"
204,1634,    save thou  my rose  in it thou art my all ,art|rose,2,"('rose', 'art')","['awesome', 'rough', 'murky', 'warm', 'clean', 'deep', 'weak', 'smooth', 'shallow', 'brilliant']"
205,1640,most true it is  that i have look d on truth,look|truth,2,"('look', 'truth')","['brilliant', 'bitter', 'strong', 'rough', 'cold', 'clean', 'heavy', 'clear', 'heated', 'bright']"
206,1642,these blenches gave my heart another youth ,heart|youth,2,"('heart', 'youth')","['warm', 'cold', 'shallow', 'heavy', 'bright', 'brilliant', 'icy', 'solid', 'strong', 'murky']"
207,1646,on newer proof  to try an older friend ,proof|try|friend,3,,
208,1659,whilst  like a willing patient  i will drink ,drink|patient,2,"('patient', 'drink')","['clear', 'strong', 'weak', 'bitter', 'heavy', 'murky', 'solid', 'rough', 'brilliant', 'shallow']"
209,1666,your love and pity doth the impression fill ,impression|love,2,"('love', 'impression')","['bitter', 'brilliant', 'clear', 'heavy', 'heated', 'weak', 'strong', 'solid', 'clean', 'deep']"
210,1673,that my steel d sense or changes right or wrong ,sense|steel,2,"('steel', 'sense')","['rough', 'brilliant', 'bright', 'soft', 'icy', 'bitter', 'shallow', 'clear', 'mad', 'cold']"
211,1681,since i left you  mine eye is in my mind ,mind|eye,2,"('eye', 'mind')","['cold', 'clear', 'brilliant', 'weak', 'murky', 'smooth', 'deep', 'rough', 'strong', 'heavy']"
212,1685,for it no form delivers to the heart,form|heart,2,"('form', 'heart')","['soft', 'rough', 'smooth', 'weak', 'bitter', 'brilliant', 'clear', 'cold', 'murky', 'strong']"
213,1686,of bird  of flower  or shape which it doth latch ,flower|shape,2,"('flower', 'shape')","['dim', 'soft', 'wild', 'mad', 'shallow', 'rough', 'clear', 'bright', 'weak', 'brilliant']"
214,1691,the mountain or the sea  the day or night ,night|day|sea|mountain,4,,
215,1734,love s not time s fool  though rosy lips and cheeks,love|time,2,"('love', 'time')","['bitter', 'rough', 'brilliant', 'cold', 'weak', 'warm', 'deep', 'murky', 'clear', 'shallow']"
216,1743,forgot upon your dearest love to call ,love|call,2,"('love', 'call')","['bitter', 'heated', 'clear', 'brilliant', 'weak', 'shallow', 'clean', 'strong', 'solid', 'deep']"
217,1744,whereto all bonds do tie me day by day ,tie|day,2,"('tie', 'day')","['murky', 'rough', 'weak', 'solid', 'bitter', 'strong', 'shallow', 'cold', 'clear', 'warm']"
218,1764,thus policy in love  to anticipate,love|policy,2,"('policy', 'love')","['bright', 'soft', 'strong', 'clear', 'weak', 'rough', 'shallow', 'clean', 'icy', 'murky']"
219,1816,thy gift  thy tables  are within my brain,gift|brain,2,"('gift', 'brain')","['sweet', 'shallow', 'heavy', 'strong', 'dim', 'warm', 'soft', 'brilliant', 'bright', 'clear']"
220,1820,or  at the least  so long as brain and heart,heart|brain,2,"('brain', 'heart')","['murky', 'rough', 'weak', 'soft', 'bright', 'strong', 'clear', 'solid', 'mad', 'brilliant']"
221,1825,nor need i tallies thy dear love to score ,love|score,2,"('love', 'score')","['bitter', 'solid', 'brilliant', 'clear', 'weak', 'murky', 'strong', 'heavy', 'cold', 'clean']"
222,1831,no  time  thou shalt not boast that i do change ,change|time,2,"('time', 'change')","['strong', 'heated', 'bright', 'clean', 'warm', 'solid', 'cold', 'weak', 'bitter', 'shallow']"
223,1846,if my dear love were but the child of state ,love|child,2,"('love', 'child')","['bitter', 'brilliant', 'cold', 'shallow', 'weak', 'heavy', 'clear', 'warm', 'murky', 'rough']"
224,1848,as subject to time s love or to time s hate ,love|subject|time,3,,
225,1858,    to this i witness call the fools of time ,call|time,2,"('call', 'time')","['rough', 'murky', 'bright', 'cold', 'icy', 'soft', 'shallow', 'brilliant', 'deep', 'warm']"
226,1871,which is not mix d with seconds  knows no art ,art|mix,2,"('mix', 'art')","['icy', 'murky', 'awesome', 'brilliant', 'bitter', 'warm', 'weak', 'shallow', 'solid', 'deep']"
227,1876,o thou  my lovely boy  who in thy power,boy|power,2,"('boy', 'power')","['bright', 'shallow', 'soft', 'cold', 'warm', 'strong', 'heavy', 'clear', 'brilliant', 'smooth']"
228,1882,she keeps thee to this purpose  that her skill,skill|purpose,2,"('purpose', 'skill')","['heated', 'murky', 'heavy', 'sweet', 'strong', 'clear', 'weak', 'bitter', 'brilliant', 'sour']"
229,1895,for since each hand hath put on nature s power ,nature|hand|power,3,,
230,1906,how oft when thou  my music  music play st ,play|music,2,"('music', 'play')","['clear', 'smooth', 'heavy', 'bitter', 'sweet', 'shallow', 'clean', 'strong', 'bright', 'weak']"
231,1926,past reason hunted  and no sooner had ,reason|past,2,"('past', 'reason')","['bitter', 'murky', 'rough', 'solid', 'strong', 'bright', 'icy', 'brilliant', 'weak', 'heated']"
232,1927,past reason hated  as a swallow d bait ,reason|past,2,"('past', 'reason')","['bitter', 'murky', 'rough', 'solid', 'strong', 'bright', 'icy', 'brilliant', 'weak', 'heated']"
233,1945,that music hath a far more pleasing sound ,sound|music,2,"('music', 'sound')","['clear', 'heavy', 'shallow', 'murky', 'strong', 'bitter', 'brilliant', 'rough', 'bright', 'clean']"
234,1956,thy face hath not the power to make love groan ,love|power,2,"('power', 'love')","['rough', 'strong', 'weak', 'murky', 'bright', 'clear', 'solid', 'soft', 'mad', 'shallow']"
235,1970,and truly not the morning sun of heaven,sun|morning,2,"('morning', 'sun')","['bright', 'strong', 'clear', 'brilliant', 'rough', 'weak', 'heavy', 'clean', 'warm', 'shallow']"
236,1989,prison my heart in thy steel bosom s ward ,heart|steel,2,"('heart', 'steel')","['solid', 'warm', 'strong', 'brilliant', 'shallow', 'heavy', 'cold', 'weak', 'clean', 'bright']"
237,1990,but then my friend s heart let my poor heart bail ,heart|friend,2,"('friend', 'heart')","['brilliant', 'rough', 'strong', 'weak', 'cold', 'solid', 'clear', 'soft', 'clean', 'bitter']"
238,2019,the sea  all water  yet receives rain still ,water|sea|rain,3,,
239,2038,    make but my name thy love  and love that still ,love|name,2,"('name', 'love')","['strong', 'mad', 'soft', 'warm', 'bright', 'shallow', 'rough', 'clear', 'weak', 'murky']"
240,2049,why should my heart think that a several plot ,plot|heart,2,"('heart', 'plot')","['heavy', 'icy', 'strong', 'brilliant', 'bitter', 'murky', 'bright', 'warm', 'solid', 'clean']"
241,2050,which my heart knows the wide world s common place ,heart|world,2,"('heart', 'world')","['icy', 'warm', 'heavy', 'clear', 'bright', 'shallow', 'heated', 'brilliant', 'bitter', 'clean']"
242,2056,when my love swears that she is made of truth ,love|truth,2,"('love', 'truth')","['bitter', 'brilliant', 'deep', 'cold', 'heavy', 'weak', 'strong', 'clear', 'clean', 'soft']"
243,2066,o  love s best habit is in seeming trust ,love|habit,2,"('love', 'habit')","['bitter', 'clean', 'brilliant', 'weak', 'strong', 'warm', 'solid', 'cold', 'murky', 'clear']"
244,2074,use power with power  and slay me not by art ,art|power,2,"('power', 'art')","['awesome', 'murky', 'clean', 'weak', 'brilliant', 'solid', 'clear', 'bitter', 'shallow', 'rough']"
245,2076,dear heart  forbear to glance thine eye aside ,eye|heart,2,"('heart', 'eye')","['bright', 'warm', 'shallow', 'solid', 'clean', 'strong', 'bitter', 'soft', 'murky', 'weak']"
246,2086,be wise as thou art cruel  do not press,art|press,2,"('art', 'press')","['heavy', 'icy', 'bright', 'solid', 'murky', 'strong', 'smooth', 'clear', 'bitter', 'warm']"
247,2089,the manner of my pity wanting pain ,manner|pain,2,"('manner', 'pain')","['solid', 'rough', 'weak', 'heated', 'clear', 'bright', 'murky', 'smooth', 'shallow', 'strong']"
248,2093,no news but health from their physicians know ,health|news,2,"('news', 'health')","['bright', 'solid', 'rough', 'cold', 'weak', 'heavy', 'strong', 'clear', 'shallow', 'heated']"
249,2101,in faith i do not love thee with mine eyes ,love|faith,2,"('faith', 'love')","['smooth', 'soft', 'icy', 'weak', 'strong', 'bright', 'mad', 'rough', 'murky', 'warm']"
250,2110,dissuade one foolish heart from serving thee ,heart|serving,2,"('heart', 'serving')","['warm', 'cold', 'icy', 'shallow', 'clean', 'solid', 'strong', 'heavy', 'bright', 'soft']"
251,2113,    only my plague thus far i count my gain ,gain|count,2,"('count', 'gain')","['sweet', 'clean', 'bitter', 'clear', 'strong', 'murky', 'smooth', 'warm', 'solid', 'shallow']"
252,2126,root pity in thy heart  that  when it grows ,root|heart,2,"('root', 'heart')","['clear', 'strong', 'brilliant', 'murky', 'bright', 'weak', 'rough', 'clean', 'bitter', 'soft']"
253,2136,cries to catch her whose busy care is bent,care|catch,2,"('catch', 'care')","['murky', 'brilliant', 'clean', 'weak', 'warm', 'heavy', 'heated', 'icy', 'bitter', 'smooth']"
254,2142,and play the mother s part  kiss me  be kind ,play|mother,2,"('play', 'mother')","['rough', 'brilliant', 'heavy', 'murky', 'bitter', 'weak', 'strong', 'bright', 'clear', 'dim']"
255,2149,the worser spirit a woman colour d ill ,woman|spirit,2,"('spirit', 'woman')","['deep', 'clear', 'icy', 'weak', 'soft', 'shallow', 'strong', 'heated', 'clean', 'murky']"
256,2161,those lips that love s own hand did make ,love|hand,2,"('love', 'hand')","['bitter', 'brilliant', 'heavy', 'clear', 'murky', 'strong', 'clean', 'solid', 'weak', 'rough']"
257,2183,eat up thy charge  is this thy body s end ,charge|body,2,"('charge', 'body')","['shallow', 'clear', 'icy', 'cold', 'rough', 'fat', 'deep', 'sweet', 'bright', 'smooth']"
258,2188,    so shall thou feed on death  that feeds on men ,death|feed,2,"('feed', 'death')","['icy', 'weak', 'murky', 'solid', 'clean', 'strong', 'smooth', 'soft', 'bright', 'bitter']"
259,2195,my reason  the physician to my love ,love|reason,2,"('reason', 'love')","['clear', 'deep', 'soft', 'strong', 'shallow', 'rough', 'weak', 'clean', 'warm', 'bright']"
260,2198,desire is death  which physic did except ,death|desire,2,"('desire', 'death')","['icy', 'sweet', 'murky', 'weak', 'solid', 'smooth', 'bright', 'strong', 'soft', 'clean']"
261,2199,past cure i am  now reason is past care ,reason|past|care,3,,
262,2204,    who art as black as hell  as dark as night ,art|night,2,"('art', 'night')","['icy', 'heavy', 'murky', 'smooth', 'strong', 'weak', 'soft', 'bright', 'solid', 'clear']"
263,2206,o me  what eyes hath love put in my head ,head|love,2,"('love', 'head')","['bitter', 'heavy', 'brilliant', 'shallow', 'weak', 'clear', 'cold', 'bright', 'warm', 'murky']"
264,2213,love s eye is not so true as all men s  no ,love|eye,2,"('love', 'eye')","['bitter', 'deep', 'strong', 'clear', 'solid', 'shallow', 'weak', 'rough', 'warm', 'brilliant']"
265,2214,how can it  o  how can love s eye be true ,love|eye,2,"('love', 'eye')","['bitter', 'deep', 'strong', 'clear', 'solid', 'shallow', 'weak', 'rough', 'warm', 'brilliant']"
266,2225,who hateth thee that i do call my friend ,call|friend,2,"('call', 'friend')","['bright', 'warm', 'icy', 'murky', 'deep', 'shallow', 'sweet', 'soft', 'brilliant', 'cold']"
267,2233,    but  love  hate on  for now i know thy mind ,love|mind,2,"('love', 'mind')","['bitter', 'cold', 'clear', 'deep', 'brilliant', 'weak', 'warm', 'murky', 'rough', 'solid']"
268,2242,there is such strength and warrantise of skill ,skill|strength,2,"('strength', 'skill')","['clear', 'heavy', 'brilliant', 'shallow', 'clean', 'bitter', 'warm', 'weak', 'strong', 'solid']"
269,2251,love is too young to know what conscience is ,love|conscience,2,"('love', 'conscience')","['bitter', 'clear', 'brilliant', 'deep', 'heavy', 'weak', 'heated', 'murky', 'cold', 'strong']"
270,2252,yet who knows not conscience is born of love ,love|conscience,2,"('conscience', 'love')","['icy', 'bright', 'smooth', 'rough', 'shallow', 'soft', 'mad', 'strong', 'warm', 'solid']"
271,2258,triumph in love  flesh stays no farther reason ,love|reason,2,"('love', 'reason')","['bitter', 'solid', 'brilliant', 'cold', 'murky', 'strong', 'clean', 'heavy', 'heated', 'warm']"
272,2262,to stand in thy affairs  fall by thy side ,fall|stand,2,"('stand', 'fall')","['icy', 'clean', 'strong', 'rough', 'weak', 'bright', 'smooth', 'cold', 'warm', 'soft']"
273,2263,    no want of conscience hold it that i call,call|conscience,2,"('conscience', 'call')","['bitter', 'heated', 'clear', 'strong', 'shallow', 'rough', 'brilliant', 'bright', 'weak', 'solid']"
274,2264,    her  love   for whose dear love i rise and fall ,love|rise|fall,3,,
275,2267,but thou art twice forsworn  to me love swearing ,art|love,2,"('art', 'love')","['murky', 'rough', 'heavy', 'bright', 'strong', 'smooth', 'fat', 'icy', 'weak', 'mad']"
276,2268,in act thy bed vow broke  and new faith torn ,bed|faith,2,"('bed', 'faith')","['cold', 'clear', 'warm', 'brilliant', 'strong', 'shallow', 'clean', 'weak', 'rough', 'bitter']"
277,2275,oaths of thy love  thy truth  thy constancy ,love|truth,2,"('love', 'truth')","['bitter', 'brilliant', 'deep', 'cold', 'heavy', 'weak', 'strong', 'clear', 'clean', 'soft']"
278,2279,    to swear against the truth so foul a lie ,truth|lie,2,"('truth', 'lie')","['murky', 'solid', 'soft', 'rough', 'bright', 'weak', 'clear', 'bitter', 'brilliant', 'strong']"
279,2283,and his love kindling fire did quickly steep,love|fire,2,"('love', 'fire')","['bitter', 'clear', 'heavy', 'strong', 'heated', 'solid', 'brilliant', 'weak', 'clean', 'bright']"
280,2284,in a cold valley fountain of that ground ,fountain|cold|ground|valley,4,,
281,2285,which borrow d from this holy fire of love ,love|fire,2,"('fire', 'love')","['cold', 'murky', 'warm', 'rough', 'shallow', 'soft', 'bright', 'brilliant', 'icy', 'strong']"
282,2289,but at my mistress  eye love s brand new fired ,love|eye,2,"('eye', 'love')","['icy', 'mad', 'rough', 'sweet', 'smooth', 'soft', 'brilliant', 'weak', 'bright', 'clear']"
283,2290,the boy for trial needs would touch my breast ,touch|breast|trial|boy,4,,
284,2305,which from love s fire took heat perpetual ,love|fire,2,"('love', 'fire')","['bitter', 'clear', 'heavy', 'strong', 'heated', 'solid', 'brilliant', 'weak', 'clean', 'bright']"
285,2309,    love s fire heats water  water cools not love ,love|water|fire,3,,
